Odometry Data Logging:
 Format 
 Double x; 
 Double y; 
 Double z; 

[0, 0, 0;
 -1.8330426, -77.161263, 5.3806844;
 -2.3617027, -77.549591, 5.4202309;
 -2.2474973, -78.219444, 5.5149698;
 -2.5225163, -79.032066, 5.4725566;
 -2.4509611, -79.007378, 5.4890471;
 -2.5404208, -79.244789, 5.4939852;
 -2.5312357, -79.286026, 5.5044146;
 -2.4813836, -79.344215, 5.5235991;
 -2.6448607, -79.3498, 5.5947142;
 -3.0070517, -80.375328, 5.6452613;
 -2.9613988, -80.918633, 5.6601658;
 -2.9339123, -81.223358, 5.6986709;
 -2.9917719, -81.100395, 5.6672945;
 -3.0060031, -81.906616, 5.7561193;
 -3.0156677, -81.875481, 5.7574525;
 -3.0093548, -82.857941, 5.8905807;
 -2.9835303, -82.995132, 5.9007072;
 -3.605896, -83.704132, 5.9466028;
 -3.6914489, -84.284966, 6.017693;
 -3.7806766, -85.329941, 6.1117172;
 -4.0816836, -86.09565, 6.2011967;
 -4.2619762, -86.924828, 6.2407804;
 -4.2553325, -87.862, 6.3153725;
 -3.7917519, -88.200813, 6.342319;
 -4.1287999, -89.223366, 6.3976665;
 -4.3302636, -90.190865, 6.4837847;
 -4.6030507, -91.035812, 6.5344796;
 -4.2868481, -91.884666, 6.5958319;
 -4.3625736, -91.81649, 6.5744505;
 -4.3694806, -91.993767, 6.609798;
 -4.5499058, -92.87291, 6.6685281;
 -4.7559943, -93.479561, 6.7124538;
 -4.8200579, -93.838577, 6.7264247;
 -5.0860462, -94.487175, 6.7504497;
 -5.0223622, -94.91188, 6.7694011;
 -5.0282021, -95.166153, 6.7916446;
 -5.1121864, -95.73745, 6.8394938;
 -5.0807281, -95.871567, 6.9158831;
 -4.8723669, -96.221237, 6.9472876;
 -4.8301401, -96.768196, 7.0144243;
 -4.893085, -97.152931, 7.107903;
 -4.861269, -97.698105, 7.1272707;
 -5.0497627, -98.576393, 7.2085109;
 -5.2032814, -99.114929, 7.2530398;
 -5.2351193, -99.646271, 7.28473;
 -5.125999, -99.992004, 7.3583264;
 -5.189095, -100.62901, 7.4923272;
 -5.19102, -101.34215, 7.6144958;
 -5.1304493, -101.61703, 7.6399632;
 -5.2881184, -102.05274, 7.7177382;
 -5.2037463, -102.64912, 7.7799764;
 -5.2236109, -103.04422, 7.8367643;
 -5.2552972, -103.44487, 7.8687305;
 -5.3210793, -103.82372, 7.890533;
 -5.4260983, -104.53003, 8.0084085;
 -5.546196, -105.05179, 8.0662746;
 -5.6253214, -105.29353, 8.0843439;
 -5.6284227, -105.68958, 8.2126102;
 -5.6423368, -106.12318, 8.2647524;
 -5.7973151, -106.71296, 8.3269424;
 -5.9249873, -107.14608, 8.3445272;
 -6.0552602, -107.58636, 8.4038143;
 -6.2092643, -108.04478, 8.4728441;
 -6.4240923, -108.31122, 8.4756184;
 -6.5996828, -108.53691, 8.5308628;
 -6.6656938, -109.078, 8.5975838;
 -6.7052464, -109.30981, 8.6319561;
 -6.7390461, -109.97312, 8.7826138;
 -7.1766977, -110.80631, 8.8735409;
 -7.3484778, -111.28245, 8.9482327;
 -7.3448296, -111.67468, 9.0380249;
 -7.7929459, -111.76957, 9.062459;
 -7.8761616, -112.10963, 9.107729;
 -7.9582491, -112.59482, 9.1618128;
 -7.567152, -113.39845, 9.2902365;
 -7.7161293, -114.30494, 9.412653;
 -8.0512686, -115.77862, 9.6530743;
 -8.6247568, -116.10435, 9.6676235;
 -8.7840748, -116.83091, 9.8823214;
 -9.2153521, -117.65601, 9.9535494;
 -10.121341, -118.4663, 9.954277;
 -10.097747, -118.86217, 10.013497;
 -10.378708, -119.78746, 10.185353;
 -10.356771, -120.11037, 10.31668;
 -10.67279, -120.75872, 10.408771;
 -10.928493, -121.16867, 10.456578;
 -10.982362, -121.35453, 10.480846;
 -11.103406, -121.65224, 10.493527;
 -11.376167, -122.40454, 10.610201;
 -11.471731, -122.83752, 10.63514;
 -11.485279, -123.23075, 10.671593;
 -11.706999, -123.47526, 10.678036;
 -11.898362, -123.76353, 10.696834;
 -12.024763, -124.12645, 10.745399;
 -12.058422, -124.38605, 10.777776;
 -12.089653, -124.50105, 10.791345;
 -12.369754, -124.69736, 10.765992;
 -12.557747, -125.15537, 10.802753;
 -12.759621, -125.55473, 10.823589;
 -13.053143, -125.96893, 10.80551;
 -13.115327, -126.33328, 10.830003;
 -13.362434, -126.95447, 10.83399;
 -13.524486, -127.3439, 10.865476;
 -13.784919, -127.79406, 10.893279;
 -13.924174, -128.38187, 10.938306;
 -13.844307, -128.67116, 10.997921;
 -14.024405, -128.86876, 11.049984;
 -14.300892, -129.43274, 11.068253;
 -14.437606, -129.47522, 11.069869;
 -14.609387, -129.67195, 11.109456;
 -14.818791, -130.02913, 11.118014;
 -14.874463, -130.27881, 11.135291;
 -14.968462, -130.38593, 11.140273;
 -15.194983, -130.43929, 11.130724;
 -15.204795, -130.54721, 11.176118;
 -15.275894, -130.55064, 11.121582;
 -15.182549, -130.72871, 11.148868;
 -15.143471, -130.88948, 11.145164;
 -15.211699, -130.98915, 11.140881;
 -15.241053, -131.02998, 11.13418;
 -14.952712, -131.29085, 11.161123;
 -14.93689, -131.32306, 11.168594;
 -14.923553, -131.44742, 11.192225;
 -15.266998, -131.80363, 11.316413;
 -15.381309, -131.88908, 11.291599;
 -14.958359, -132.0367, 11.375589;
 -14.948786, -132.1723, 11.39397;
 -14.986516, -132.20294, 11.378664;
 -15.012973, -132.27231, 11.377132;
 -14.971615, -132.57774, 11.527875;
 -14.96098, -132.62233, 11.531287;
 -15.21489, -132.74216, 11.580748;
 -15.481424, -132.95958, 11.612837;
 -15.363248, -133.27455, 11.710986;
 -15.195264, -133.57837, 11.797139;
 -14.954078, -133.84303, 11.914367;
 -14.964979, -134.15971, 11.971606;
 -15.020335, -134.29022, 12.004086;
 -14.867198, -134.32742, 12.021408;
 -14.936636, -134.62357, 12.072277;
 -14.790217, -134.985, 12.214106;
 -14.804888, -135.05397, 12.255341;
 -14.73851, -135.64622, 12.405428;
 -14.727165, -136.22469, 12.532334;
 -14.915281, -136.79126, 12.592408;
 -14.964615, -137.63794, 12.704445;
 -14.952205, -138.30472, 12.705641;
 -15.302008, -138.79774, 12.734811;
 -15.353117, -139.29825, 12.853751;
 -15.886505, -140.04239, 12.845065;
 -15.877693, -140.48874, 12.944688;
 -15.880525, -140.95273, 13.042889;
 -15.960917, -141.47765, 13.143363;
 -16.052322, -141.96494, 13.252543;
 -16.016022, -142.34793, 13.298223;
 -16.225952, -143.00122, 13.412251;
 -16.400782, -143.58385, 13.515452;
 -16.477444, -143.90308, 13.582914;
 -16.635967, -144.2794, 13.669599;
 -16.924238, -144.36266, 13.663692;
 -17.216715, -144.50017, 13.658209;
 -17.571976, -144.75613, 13.646824;
 -17.966497, -145.26134, 13.720191;
 -18.110624, -145.41438, 13.741117;
 -18.280762, -145.64476, 13.77218;
 -18.414036, -146.37326, 13.899595;
 -18.616512, -147.03259, 14.042752;
 -18.829388, -147.59682, 14.11215;
 -19.033068, -148.06738, 14.19639;
