6 | 1
6 | 1
6 | 1
6 | 1
6 | 0
10 | 0
10 | 0
9 | 0
9 | 0
12 | 1
15 | 3
14 | 5
15 | 6
15 | 6
15 | 6
12 | 3
12 | 1
11 | 2
12 | 1
11 | 1
12 | 1
12 | 1
11 | 2
12 | 3
14 | 2
13 | 3
12 | 2
