121.936,96.2073
120.016,97.7534
122.501,98.0537
115.661,94.7225
181.746,160.255
181.049,161.179
183.063,162.485
113.92,94.3509
114.619,94.3598
182.472,161.124
113.125,95.1549
112.884,94.7296
182.833,162.044
113.073,94.5622
112.3,94.5564
183.081,162.464
112.518,94.3642
180.682,159.902
116.966,96.2159
180.968,160.645
180.745,161.579
113.463,95.0529
181.587,161.095
180.979,161.287
183.501,161.66
182.056,161.639
181.975,162.443
112.108,94.5583
113.344,94.6941
182.603,160.637
180.271,160.667
113.386,94.1548
182.096,160.365
181.008,161.398
112.648,94.0529
112.294,97.2912
113.968,95.3149
181.708,159.733
112.396,95.3865
111.366,94.8397
111.392,94.5594
181.399,161.621
112.799,94.9161
111.941,94.4593
114.21,94.4772
113.518,95.1683
112.355,94.4714
110.944,94.8234
112.488,97.4841
116.241,94.418
180.956,161.28
114.46,95.6389
181.957,160.71
114.173,95.1821
113.984,93.9891
182.179,160.973
113.091,97.3923
181.491,160.762
112.51,94.2649
111.849,94.218
114.216,95.0053
114.202,94.6893
114.926,97.3496
112.065,95.2471
112.049,93.7712
182.37,160.673
113.406,93.9632
114.918,95.4813
112.512,94.8969
112.879,95.5941
112.608,94.8527
112.675,94.5343
113.316,94.5519
181.07,161.437
182.506,160.768
180.212,160.056
112.745,94.3318
115.714,94.6511
115.128,96.1518
114.315,95.7657
114.2,95.2385
114.778,94.723
115.271,94.2097
180.757,160.522
114.271,94.3259
111.853,95.045
113.947,94.6199
180.319,159.866
113.435,94.5337
181.748,160.185
113.058,94.1946
114.778,94.3366
113.66,96.556
112.342,94.1215
113.99,94.3658
181.698,160.386
113.568,94.54
113.064,94.1491
112.676,94.165
112.436,94.3351
113.088,94.0466
181.153,160.378
180.34,159.262
182.124,160.614
112.351,94.681
114.222,94.5228
113.334,94.3883
181.275,160.365
111.868,94.7738
113.499,94.7612
114.6,95.1707
182.151,161.105
113.495,94.7372
113.364,95.2038
116.734,95.4924
114.627,95.4366
113.283,94.5141
112.939,94.2683
116.325,95.1712
180.225,159.849
179.409,160.426
116.588,94.4348
116.109,94.9355
112.948,94.2437
181.233,159.149
180.487,161.245
181.38,160.155
113.3,94.7786
113.605,95.2034
114.253,96.2299
114.497,94.283
183.592,161.055
114.72,96.1371
114.682,94.5349
114.63,96.1274
182.443,160.375
114.762,96.253
114.494,95.424
112.746,94.4365
114.545,94.6865
181.254,161.843
183.554,161.735
116.023,94.6047
113.692,96.3708
115.058,94.2975
112.486,94.272
180.523,160.521
112.639,95.5836
180.769,161.604
181.429,158.95
113.81,95.9706
113.43,94.9358
114.499,94.9846
138.954,119.89
113.492,94.4287
112.436,96.9135
112.339,94.7716
181.694,160.835
181.811,160.512
112.404,94.6713
114.066,95.2876
113.046,94.9201
180.282,160.036
116.35,94.3736
181.707,160.274
181.311,160.815
115.974,94.3429
181.154,160.992
116.211,94.2207
114.017,94.5465
182.26,162.228
113.826,94.489
113.828,95.6471
112.925,94.7659
181.903,161.313
113.987,95.1444
113.894,94.2262
113.05,95.2235
114.717,94.4038
114.074,94.6169
114.022,94.4235
115.07,95.2884
116.574,95.9183
115.238,94.5758
113.689,94.3819
113.458,94.6012
113.317,94.5266
113.337,97.3326
113.891,95.0525
114.987,95.5571
113.796,94.9461
115.644,94.5796
114.105,95.0173
117.741,96.6316
113.677,94.7389
116.144,94.3626
113.885,94.6564
112.58,94.8394
114.95,94.5584
182.2,161.459
183.106,161.864
114.539,95.5804
116.859,95.105
112.748,94.3696
113.142,94.5911
111.785,94.1114
111.909,94.4261
113.054,94.4458
112.764,93.961
114.03,94.3243
116.688,94.447
113.949,94.7064
114.558,94.6332
113.029,94.3835
112.975,94.5908
111.919,94.3907
113.902,94.5575
113.528,94.7332
181.815,160.961
112.13,95.5333
117.753,94.4977
115.541,96.0981
114.016,97.2193
116.348,95.1824
180.718,160.39
115.364,95.3955
114.361,95.4041
112.222,94.3273
112.463,96.4827
114.479,94.7296
111.877,94.8592
113.104,94.4567
113.829,94.5072
112.681,94.4129
114.577,94.7597
111.522,95.5251
112.245,94.9731
114.981,94.3577
114.839,94.8409
112.568,96.0559
114.035,94.8091
113.379,97.2184
180.483,160.076
115.728,96.0647
111.617,95.799
181.962,160.705
113.902,95.5909
114.286,95.2499
114.287,94.1637
115.303,95.6062
114.567,94.8052
116.822,94.4344
114.294,95.7044
114.109,95.0579
114.742,95.476
113.107,95.4861
180.341,160.041
113.43,94.9637
111.414,95.1997
115.252,95.1379
116.719,94.185
115.155,94.7467
115.365,96.5966
113.576,94.7144
112.852,94.4648
116.781,94.0152
180.497,160.54
181.87,159.991
115.262,94.3763
114.758,94.2096
115.857,94.4203
113.493,94.7921
113.548,93.905
115.203,95.231
112.718,94.1663
113.635,94.3974
113.654,94.5166
114.003,95.506
111.349,94.6073
118.768,96.2315
112.94,94.5791
182.382,160.742
114.416,94.82
112.726,93.9533
112.165,94.6165
181.517,159.941
112.34,94.1088
114.695,95.7487
112.009,95.201
113.532,94.7319
113.796,94.7201
113.592,94.5418
115.557,96.4225
115.638,95.6546
115.534,94.9207
183.108,160.828
113.71,95.3449
115.884,95.7214
114.779,95.9098
112.57,94.6067
115.509,94.8761
182.468,161.428
113.834,94.6686
115.203,94.3877
181.706,160.944
114.698,93.966
115.081,94.6138
182.302,158.958
114.357,94.6111
113.45,95.569
114.495,95.9303
118.978,102.635
112.727,95.1416
115.85,95.9513
115.603,94.5935
116.7,94.6543
114.097,94.7417
115.02,94.8986
115.424,94.0453
115.171,95.3755
112.786,93.9267
114.888,94.9047
115.683,95.9784
112.993,94.3702
180.675,161.217
113.982,93.8636
115.732,93.7411
114.649,95.9147
113.614,94.5164
114.061,94.9476
113.934,95.3613
117.929,94.9465
115.908,94.1832
117.665,95.4955
116.019,94.9101
117.359,94.6648
112.914,94.7887
183.794,161.887
114.757,94.6257
182.065,160.661
114.456,94.7936
115.264,94.4041
115.78,94.9284
115.924,95.0477
116.545,94.6916
116.072,94.2236
113.285,94.6397
116.655,94.5139
116.582,94.7678
116.051,94.7966
113.797,94.727
114.601,94.6888
115.258,94.7179
115.268,94.9015
114.493,95.2557
115.098,95.1001
116.385,94.8074
116.116,94.305
114.292,94.4046
181.854,161.329
114.335,94.5806
181.252,159.755
181.647,160.41
112.823,94.7545
112.291,94.7645
115.204,94.9818
116.473,95.4953
116.772,94.9614
114.711,95.9861
114.103,95.0694
114.954,96.3878
114.963,95.9651
113.787,94.9042
113.961,94.488
117.216,95.7485
117.889,96.182
116.206,94.6532
114.193,95.2994
113.277,95.8374
114.583,94.9226
114.704,95.6318
116.232,95.8346
112.103,94.4671
184.1,161.178
182.149,159.443
113.739,95.4776
114.882,95.1441
184.234,161.926
114.278,95.1463
114.176,97.1732
115.385,94.8816
114.721,94.0629
113.598,97.6577
113.541,94.5673
115.038,94.7628
115.025,96.4171
114.794,95.0973
116.637,94.7495
113.268,95.1878
116.493,95.3171
114.765,94.7788
116.722,96.3081
115.932,94.7926
113.897,94.5446
113.667,95.6098
115.074,95.9498
113.376,94.8873
115.289,94.5659
113.047,94.87
113.829,97.4953
115.315,94.6895
114.686,94.7738
114.472,95.3861
115.376,94.8927
113.107,95.0049
114.271,95.6619
116.823,96.0449
115.137,94.7336
113.969,94.3845
115.008,94.5054
113.683,95.0273
113.651,95.5384
117.413,96.1954
116.603,95.8948
113.887,94.4054
114.527,95.1652
113.43,94.9359
112.795,95.742
117.572,94.905
115.575,95.4887
114.444,95.979
112.265,95.3326
117.55,97.5074
115.453,95.5325
114.294,94.5701
117.491,97.5421
113.496,94.3869
113.854,94.8608
114.525,94.6815
115.245,95.472
115.319,96.1733
160.977,139.827
112.324,94.3039
117.812,94.8968
113.492,94.6218
116.237,96.0277
181,161.099
116.242,94.9578
114.268,95.7187
115.527,96.0144
114.008,94.8375
114.677,95.0642
116.169,96.1675
114.048,95.3875
114.359,94.5171
114.901,94.7107
114.32,94.9495
114.094,94.4315
114.842,94.8787
113.048,94.6236
114.525,95.229
114.344,94.9476
113.056,95.6139
115.354,95.1724
114.846,94.8359
112.347,94.615
183.801,160.818
113.987,94.8209
116.445,94.7377
179.794,160.314
114.965,94.5659
113.525,95.7327
115.454,95.2
117.04,95.0183
115.837,94.8522
117.406,96.073
112.562,96.7039
112.527,94.9645
114.03,95.8269
113.299,95.1443
116.812,95.4706
112.655,94.8229
115.595,94.5229
114.18,94.4419
116.385,96.1644
112.472,94.2148
113.837,94.6997
113.649,94.6875
116.071,94.7076
114.742,95.6107
114.043,95.8379
112.692,95.7367
114.008,94.8561
113.114,95.4835
114.227,94.5646
181.303,161.947
116.216,95.6846
116.341,96.4695
113.924,96.0954
114.443,95.3178
112.75,95.0496
116.506,96.218
180.926,160.574
114.555,95.3966
113.737,95.6305
115.752,95.9231
115.545,95.9896
114.291,95.9158
116.916,95.7383
111.908,95.1031
115.28,94.7645
180.199,160.877
114.249,95.0729
113.58,94.4247
114.321,94.8424
113.343,94.9685
115.263,96.5614
115.802,96.3564
115.976,94.6292
114.448,95.0008
116.672,95.4612
113.896,96.4677
113.428,95.8152
112.898,94.835
115.367,94.7717
181.07,160.648
115.858,95.1782
116.278,95.6552
116.163,95.1385
114.624,94.5414
115.353,95.3176
115.737,94.3436
185.087,161.245
116.574,95.5943
116.837,94.9408
116.01,96.443
112.726,95.4609
116.611,94.3365
112.382,95.5648
116.533,95.502
114.432,97.0593
117.411,94.7431
116.144,96.3086
116.6,95.4924
115.353,94.8554
114.158,94.981
117.003,96.0253
114.466,95.868
113.838,94.7069
113.958,94.2755
113.161,94.6461
114.853,94.5766
182.613,161.006
115.038,94.8952
114.011,96.2759
114.779,96.2236
114.831,94.5779
112.797,94.95
119.618,95.0472
113.886,94.6093
114.276,96.1208
114.05,94.6353
113.598,94.4823
181.504,160.026
114.518,94.5264
115.262,94.7189
114.477,95.3134
115.742,94.5927
114.775,94.8199
113.983,95.4434
114.865,95.1445
115.743,94.5678
117.904,95.2909
180.742,158.915
114.667,95.2161
112.521,95.8844
115.842,94.8658
116.07,95.4603
115.497,94.7906
115.027,95.9065
114.988,94.7478
114.809,95.5544
114.526,95.1298
114.903,94.7004
116.438,94.8636
113.115,94.7884
113.809,95.2362
113.618,95.1065
113.355,94.9799
114.746,95.179
113.867,96.9934
114.656,95.1229
113.043,94.7935
113.884,94.2814
183.587,159.587
114.686,94.6338
115.687,96.221
117.232,96.0654
114.016,94.6124
115.944,94.3326
113.863,94.9604
113.113,94.192
116.904,95.8547
114.739,94.5693
116.422,96.1391
111.91,93.8461
114.825,95.4306
115.077,94.6291
184.853,161.083
112.196,94.9774
116.215,95.9078
114.577,94.7565
113.219,94.4795
183.713,160.664
114.943,94.6185
114.051,94.5401
115.615,95.9022
115.458,95.1102
114.813,94.7241
181.618,160.096
184.168,160.304
118.479,96.1442
113.179,94.664
115.344,94.9199
112.759,95.7153
112.629,94.7961
113.825,94.6673
114.105,95.8701
113.53,94.5114
114.997,95.5184
113.409,94.5521
114.092,95.9072
181.939,160.516
120.624,96.8835
117.879,96.3668
118.979,96.1064
182.28,161.013
182.057,159.817
182.347,160.524
115.354,94.5851
114.781,94.8312
116.396,95.4437
118.162,94.881
114.267,95.1581
