time,longitude,latitude,sat,elevation
1488899843,1°34'11.646"W,54°46'1.62"N,10,60.12
1488899844,1°34'11.616"W,54°46'1.614"N,10,60.289
1488899844,1°34'11.616"W,54°46'1.614"N,10,60.319
1488899844,1°34'11.616"W,54°46'1.614"N,10,60.319
1488899845,1°34'11.616"W,54°46'1.614"N,10,60.359
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.38
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.38
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.399
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.42
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.44
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.46
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.49
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.51
1488899845,1°34'11.61"W,54°46'1.614"N,10,60.53
1488899846,1°34'11.61"W,54°46'1.614"N,10,60.56
1488899846,1°34'11.61"W,54°46'1.62"N,10,60.569
1488899846,1°34'11.61"W,54°46'1.62"N,10,60.59
1488899846,1°34'11.616"W,54°46'1.62"N,10,60.609
1488899846,1°34'11.616"W,54°46'1.62"N,10,60.63
1488899846,1°34'11.61"W,54°46'1.62"N,10,60.649
1488899846,1°34'11.61"W,54°46'1.62"N,10,60.67
1488899846,1°34'11.604"W,54°46'1.62"N,10,60.59
1488899846,1°34'11.604"W,54°46'1.62"N,10,60.609
1488899846,1°34'11.604"W,54°46'1.62"N,10,60.609
1488899846,1°34'11.604"W,54°46'1.62"N,10,60.63
1488899847,1°34'11.61"W,54°46'1.62"N,10,60.649
1488899847,1°34'11.61"W,54°46'1.62"N,10,60.67
1488899847,1°34'11.604"W,54°46'1.62"N,10,60.69
1488899847,1°34'11.604"W,54°46'1.62"N,10,60.71
1488899847,1°34'11.604"W,54°46'1.614"N,10,60.73
1488899847,1°34'11.598"W,54°46'1.614"N,10,60.749
1488899847,1°34'11.592"W,54°46'1.614"N,10,60.77
1488899847,1°34'11.592"W,54°46'1.614"N,10,60.62
1488899847,1°34'11.586"W,54°46'1.614"N,10,60.639
1488899847,1°34'11.58"W,54°46'1.608"N,10,60.67
1488899848,1°34'11.574"W,54°46'1.608"N,10,60.69
1488899848,1°34'11.574"W,54°46'1.614"N,10,60.71
1488899848,1°34'11.568"W,54°46'1.62"N,10,60.74
1488899848,1°34'11.568"W,54°46'1.62"N,10,60.76
1488899848,1°34'11.562"W,54°46'1.626"N,10,60.78
1488899848,1°34'11.562"W,54°46'1.626"N,10,60.78
1488899848,1°34'11.562"W,54°46'1.626"N,10,60.8
1488899848,1°34'11.556"W,54°46'1.626"N,10,60.829
1488899848,1°34'11.562"W,54°46'1.632"N,10,60.7
1488899848,1°34'11.556"W,54°46'1.632"N,10,60.73
1488899848,1°34'11.544"W,54°46'1.632"N,10,60.749
1488899849,1°34'11.538"W,54°46'1.632"N,10,60.78
1488899849,1°34'11.532"W,54°46'1.632"N,10,60.81
1488899849,1°34'11.526"W,54°46'1.638"N,10,60.829
1488899849,1°34'11.52"W,54°46'1.638"N,10,60.85
1488899849,1°34'11.514"W,54°46'1.638"N,10,60.88
1488899849,1°34'11.508"W,54°46'1.632"N,10,60.91
1488899849,1°34'11.496"W,54°46'1.632"N,10,60.94
1488899849,1°34'11.526"W,54°46'1.65"N,10,60.899
1488899849,1°34'11.52"W,54°46'1.65"N,10,60.929
1488899849,1°34'11.514"W,54°46'1.65"N,10,60.969
1488899850,1°34'11.502"W,54°46'1.644"N,10,60.999
1488899850,1°34'11.496"W,54°46'1.644"N,10,61.03
1488899850,1°34'11.49"W,54°46'1.644"N,10,61.069
1488899850,1°34'11.49"W,54°46'1.644"N,10,61.069
1488899850,1°34'11.484"W,54°46'1.638"N,10,61.1
1488899850,1°34'11.478"W,54°46'1.638"N,10,61.139
1488899850,1°34'11.472"W,54°46'1.638"N,10,61.179
1488899850,1°34'11.46"W,54°46'1.638"N,10,61.219
1488899850,1°34'11.502"W,54°46'1.674"N,10,60.95
1488899850,1°34'11.496"W,54°46'1.668"N,10,60.99
1488899850,1°34'11.49"W,54°46'1.674"N,10,61.039
1488899851,1°34'11.478"W,54°46'1.674"N,10,61.09
1488899851,1°34'11.466"W,54°46'1.674"N,10,61.13
1488899851,1°34'11.46"W,54°46'1.674"N,10,61.179
1488899851,1°34'11.448"W,54°46'1.674"N,10,61.219
1488899851,1°34'11.436"W,54°46'1.674"N,10,61.27
1488899851,1°34'11.424"W,54°46'1.68"N,10,61.319
1488899851,1°34'11.418"W,54°46'1.68"N,10,61.37
1488899851,1°34'11.418"W,54°46'1.68"N,10,61.37
1488899851,1°34'11.424"W,54°46'1.698"N,11,60.98
1488899851,1°34'11.412"W,54°46'1.698"N,11,61.03
1488899852,1°34'11.406"W,54°46'1.698"N,10,61.079
1488899852,1°34'11.394"W,54°46'1.698"N,10,61.139
1488899852,1°34'11.388"W,54°46'1.698"N,10,61.2
1488899852,1°34'11.376"W,54°46'1.698"N,10,61.249
1488899852,1°34'11.37"W,54°46'1.698"N,10,61.3
1488899852,1°34'11.358"W,54°46'1.698"N,10,61.359
1488899852,1°34'11.352"W,54°46'1.698"N,10,61.41
1488899852,1°34'11.346"W,54°46'1.704"N,10,61.46
1488899852,1°34'11.346"W,54°46'1.728"N,10,62.039
1488899852,1°34'11.34"W,54°46'1.728"N,10,62.1
1488899852,1°34'11.334"W,54°46'1.728"N,10,62.149
1488899853,1°34'11.328"W,54°46'1.728"N,10,62.21
1488899853,1°34'11.316"W,54°46'1.722"N,10,62.26
1488899853,1°34'11.31"W,54°46'1.722"N,10,62.319
1488899853,1°34'11.298"W,54°46'1.722"N,11,62.37
1488899853,1°34'11.286"W,54°46'1.728"N,11,62.429
1488899853,1°34'11.286"W,54°46'1.728"N,11,62.429
1488899853,1°34'11.28"W,54°46'1.728"N,11,62.48
1488899853,1°34'11.274"W,54°46'1.728"N,11,62.539
1488899853,1°34'11.292"W,54°46'1.734"N,11,61.92
1488899853,1°34'11.292"W,54°46'1.734"N,11,61.969
1488899853,1°34'11.28"W,54°46'1.734"N,10,62.03
1488899854,1°34'11.274"W,54°46'1.734"N,10,62.079
1488899854,1°34'11.268"W,54°46'1.734"N,10,62.139
1488899854,1°34'11.256"W,54°46'1.734"N,10,62.19
1488899854,1°34'11.244"W,54°46'1.734"N,10,62.24
1488899854,1°34'11.238"W,54°46'1.74"N,10,62.3
1488899854,1°34'11.226"W,54°46'1.74"N,10,62.35
1488899854,1°34'11.22"W,54°46'1.74"N,10,62.41
1488899854,1°34'11.22"W,54°46'1.74"N,10,62.26
1488899854,1°34'11.208"W,54°46'1.74"N,10,62.319
1488899854,1°34'11.196"W,54°46'1.746"N,10,62.37
1488899855,1°34'11.19"W,54°46'1.746"N,10,62.429
1488899855,1°34'11.178"W,54°46'1.746"N,10,62.48
1488899855,1°34'11.172"W,54°46'1.746"N,10,62.53
1488899855,1°34'11.172"W,54°46'1.746"N,10,62.53
1488899855,1°34'11.16"W,54°46'1.746"N,10,62.579
1488899855,1°34'11.148"W,54°46'1.746"N,10,62.639
1488899855,1°34'11.142"W,54°46'1.746"N,10,62.69
1488899855,1°34'11.136"W,54°46'1.752"N,10,62.74
1488899855,1°34'11.136"W,54°46'1.746"N,10,62.499
1488899855,1°34'11.13"W,54°46'1.752"N,10,62.56
1488899855,1°34'11.118"W,54°46'1.752"N,10,62.609
1488899856,1°34'11.112"W,54°46'1.752"N,10,62.66
1488899856,1°34'11.1"W,54°46'1.752"N,10,62.719
1488899856,1°34'11.088"W,54°46'1.746"N,10,62.77
1488899856,1°34'11.082"W,54°46'1.746"N,10,62.819
1488899856,1°34'11.07"W,54°46'1.74"N,10,62.88
1488899856,1°34'11.064"W,54°46'1.74"N,10,62.94
1488899856,1°34'11.058"W,54°46'1.74"N,10,62.999
1488899856,1°34'11.07"W,54°46'1.74"N,11,62.6
1488899856,1°34'11.064"W,54°46'1.74"N,11,62.66
1488899856,1°34'11.058"W,54°46'1.74"N,10,62.71
1488899857,1°34'11.058"W,54°46'1.74"N,10,62.71
1488899857,1°34'11.04"W,54°46'1.746"N,10,62.829
1488899857,1°34'11.034"W,54°46'1.746"N,10,62.889
1488899857,1°34'11.022"W,54°46'1.746"N,10,62.94
1488899857,1°34'11.022"W,54°46'1.746"N,10,62.94
1488899857,1°34'11.016"W,54°46'1.746"N,10,62.999
1488899857,1°34'11.01"W,54°46'1.746"N,10,63.06
1488899857,1°34'11.004"W,54°46'1.746"N,10,63.109
1488899857,1°34'11.01"W,54°46'1.752"N,10,62.829
1488899857,1°34'11.004"W,54°46'1.752"N,10,62.88
1488899857,1°34'10.998"W,54°46'1.752"N,10,62.94
1488899858,1°34'10.992"W,54°46'1.752"N,10,62.999
1488899858,1°34'10.986"W,54°46'1.752"N,11,63.05
1488899858,1°34'10.974"W,54°46'1.752"N,11,63.109
1488899858,1°34'10.968"W,54°46'1.752"N,11,63.16
1488899858,1°34'10.962"W,54°46'1.752"N,11,63.219
1488899858,1°34'10.95"W,54°46'1.746"N,11,63.28
1488899858,1°34'10.95"W,54°46'1.746"N,11,63.34
1488899858,1°34'10.962"W,54°46'1.746"N,12,62.899
1488899858,1°34'10.956"W,54°46'1.746"N,12,62.96
1488899858,1°34'10.95"W,54°46'1.746"N,12,63.02
1488899859,1°34'10.95"W,54°46'1.746"N,12,63.02
1488899859,1°34'10.944"W,54°46'1.746"N,12,63.079
1488899859,1°34'10.938"W,54°46'1.746"N,12,63.149
1488899859,1°34'10.932"W,54°46'1.746"N,12,63.2
1488899859,1°34'10.92"W,54°46'1.746"N,12,63.27
1488899859,1°34'10.914"W,54°46'1.746"N,12,63.329
1488899859,1°34'10.908"W,54°46'1.746"N,12,63.389
1488899859,1°34'10.902"W,54°46'1.752"N,12,63.45
1488899859,1°34'10.902"W,54°46'1.752"N,12,63.069
1488899859,1°34'10.896"W,54°46'1.752"N,12,63.13
1488899859,1°34'10.89"W,54°46'1.758"N,12,63.19
1488899860,1°34'10.884"W,54°46'1.758"N,12,63.24
1488899860,1°34'10.872"W,54°46'1.758"N,12,63.3
1488899860,1°34'10.866"W,54°46'1.758"N,12,63.359
1488899860,1°34'10.854"W,54°46'1.758"N,12,63.41
1488899860,1°34'10.848"W,54°46'1.758"N,12,63.469
1488899860,1°34'10.842"W,54°46'1.758"N,12,63.52
1488899860,1°34'10.842"W,54°46'1.758"N,12,63.52
1488899860,1°34'10.83"W,54°46'1.764"N,12,63.579
1488899860,1°34'10.818"W,54°46'1.752"N,12,63.05
1488899860,1°34'10.812"W,54°46'1.758"N,12,63.1
1488899860,1°34'10.806"W,54°46'1.758"N,12,63.16
1488899861,1°34'10.794"W,54°46'1.758"N,12,63.21
1488899861,1°34'10.788"W,54°46'1.758"N,12,63.27
1488899861,1°34'10.776"W,54°46'1.764"N,12,63.319
1488899861,1°34'10.77"W,54°46'1.764"N,12,63.37
1488899861,1°34'10.758"W,54°46'1.764"N,12,63.429
1488899861,1°34'10.746"W,54°46'1.77"N,12,63.48
1488899861,1°34'10.734"W,54°46'1.77"N,12,63.53
1488899861,1°34'10.728"W,54°46'1.764"N,12,63.1
1488899861,1°34'10.728"W,54°46'1.764"N,12,63.1
1488899861,1°34'10.704"W,54°46'1.764"N,12,63.2
1488899861,1°34'10.698"W,54°46'1.77"N,12,63.24
1488899862,1°34'10.698"W,54°46'1.77"N,12,63.24
1488899862,1°34'10.686"W,54°46'1.77"N,12,63.289
1488899862,1°34'10.674"W,54°46'1.776"N,12,63.34
1488899862,1°34'10.662"W,54°46'1.776"N,12,63.38
1488899862,1°34'10.656"W,54°46'1.776"N,12,63.429
1488899862,1°34'10.644"W,54°46'1.782"N,12,63.469
1488899862,1°34'10.632"W,54°46'1.788"N,12,63.52
1488899862,1°34'10.62"W,54°46'1.782"N,12,63.01
1488899862,1°34'10.608"W,54°46'1.782"N,12,63.039
1488899862,1°34'10.596"W,54°46'1.788"N,12,63.079
1488899862,1°34'10.584"W,54°46'1.794"N,12,63.12
1488899863,1°34'10.578"W,54°46'1.8"N,12,63.16
1488899863,1°34'10.566"W,54°46'1.8"N,12,63.19
1488899863,1°34'10.554"W,54°46'1.806"N,12,63.23
1488899863,1°34'10.554"W,54°46'1.806"N,12,63.23
1488899863,1°34'10.53"W,54°46'1.812"N,12,63.3
1488899863,1°34'10.524"W,54°46'1.812"N,12,63.34
1488899863,1°34'10.524"W,54°46'1.812"N,12,63.34
1488899863,1°34'10.488"W,54°46'1.824"N,12,63.27
1488899863,1°34'10.482"W,54°46'1.824"N,12,63.3
1488899863,1°34'10.47"W,54°46'1.83"N,12,63.34
1488899864,1°34'10.464"W,54°46'1.83"N,12,63.38
1488899864,1°34'10.452"W,54°46'1.836"N,12,63.41
1488899864,1°34'10.446"W,54°46'1.836"N,12,63.44
1488899864,1°34'10.434"W,54°46'1.836"N,12,63.48
1488899864,1°34'10.428"W,54°46'1.842"N,12,63.51
1488899864,1°34'10.416"W,54°46'1.842"N,12,63.55
1488899864,1°34'10.41"W,54°46'1.842"N,12,63.579
1488899864,1°34'10.386"W,54°46'1.836"N,12,63.27
1488899864,1°34'10.374"W,54°46'1.842"N,12,63.3
1488899864,1°34'10.362"W,54°46'1.842"N,11,63.34
1488899865,1°34'10.356"W,54°46'1.842"N,11,63.37
1488899865,1°34'10.344"W,54°46'1.842"N,12,63.399
1488899865,1°34'10.332"W,54°46'1.842"N,12,63.44
1488899865,1°34'10.326"W,54°46'1.842"N,11,63.469
1488899865,1°34'10.314"W,54°46'1.842"N,11,63.499
1488899865,1°34'10.302"W,54°46'1.842"N,12,63.53
1488899865,1°34'10.296"W,54°46'1.836"N,12,63.569
1488899865,1°34'10.278"W,54°46'1.848"N,11,63.109
1488899865,1°34'10.278"W,54°46'1.848"N,11,63.109
1488899865,1°34'10.26"W,54°46'1.854"N,12,63.179
1488899866,1°34'10.242"W,54°46'1.854"N,12,63.21
1488899866,1°34'10.23"W,54°46'1.854"N,12,63.24
1488899866,1°34'10.212"W,54°46'1.854"N,12,63.27
1488899866,1°34'10.212"W,54°46'1.854"N,12,63.27
1488899866,1°34'10.2"W,54°46'1.854"N,11,63.3
1488899866,1°34'10.188"W,54°46'1.854"N,11,63.329
1488899866,1°34'10.176"W,54°46'1.848"N,12,63.359
1488899866,1°34'10.164"W,54°46'1.848"N,12,63.38
1488899866,1°34'10.146"W,54°46'1.842"N,12,62.34
1488899866,1°34'10.146"W,54°46'1.842"N,12,62.34
1488899867,1°34'10.134"W,54°46'1.842"N,11,62.37
1488899867,1°34'10.116"W,54°46'1.836"N,11,62.399
1488899867,1°34'10.104"W,54°46'1.83"N,11,62.429
1488899867,1°34'10.092"W,54°46'1.83"N,11,62.46
1488899867,1°34'10.074"W,54°46'1.824"N,11,62.49
1488899867,1°34'10.062"W,54°46'1.818"N,11,62.51
1488899867,1°34'10.05"W,54°46'1.812"N,11,62.539
1488899867,1°34'10.038"W,54°46'1.812"N,11,62.569
1488899867,1°34'10.032"W,54°46'1.782"N,11,61.73
1488899867,1°34'10.02"W,54°46'1.776"N,11,61.76
1488899867,1°34'10.008"W,54°46'1.77"N,11,61.789
1488899868,1°34'9.996"W,54°46'1.764"N,11,61.819
1488899868,1°34'9.984"W,54°46'1.758"N,11,61.85
1488899868,1°34'9.972"W,54°46'1.752"N,11,61.88
1488899868,1°34'9.96"W,54°46'1.746"N,11,61.92
1488899868,1°34'9.948"W,54°46'1.734"N,11,61.95
1488899868,1°34'9.948"W,54°46'1.734"N,11,61.95
1488899868,1°34'9.936"W,54°46'1.728"N,11,61.98
1488899868,1°34'9.924"W,54°46'1.716"N,11,62.01
1488899868,1°34'9.87"W,54°46'1.692"N,11,60.649
1488899868,1°34'9.858"W,54°46'1.686"N,11,60.69
1488899868,1°34'9.852"W,54°46'1.68"N,11,60.719
1488899869,1°34'9.84"W,54°46'1.668"N,11,60.76
1488899869,1°34'9.822"W,54°46'1.65"N,11,60.829
1488899869,1°34'9.822"W,54°46'1.65"N,11,60.829
1488899869,1°34'9.816"W,54°46'1.644"N,11,60.859
1488899869,1°34'9.81"W,54°46'1.632"N,11,60.899
1488899869,1°34'9.804"W,54°46'1.62"N,11,60.94
1488899869,1°34'9.798"W,54°46'1.614"N,11,60.969
1488899869,1°34'9.696"W,54°46'1.488"N,12,53.26
1488899869,1°34'9.69"W,54°46'1.476"N,12,53.3
1488899870,1°34'9.684"W,54°46'1.464"N,11,53.329
1488899870,1°34'9.678"W,54°46'1.452"N,11,53.37
1488899870,1°34'9.672"W,54°46'1.44"N,11,53.399
1488899870,1°34'9.666"W,54°46'1.428"N,11,53.44
1488899870,1°34'9.66"W,54°46'1.416"N,11,53.48
1488899870,1°34'9.654"W,54°46'1.404"N,11,53.51
1488899870,1°34'9.648"W,54°46'1.392"N,11,53.55
1488899870,1°34'9.642"W,54°46'1.38"N,11,53.579
1488899870,1°34'9.546"W,54°46'1.326"N,11,48.569
1488899870,1°34'9.54"W,54°46'1.314"N,11,48.609
1488899870,1°34'9.534"W,54°46'1.296"N,11,48.649
1488899871,1°34'9.528"W,54°46'1.284"N,11,48.679
1488899871,1°34'9.522"W,54°46'1.272"N,11,48.719
1488899871,1°34'9.516"W,54°46'1.26"N,12,48.76
1488899871,1°34'9.504"W,54°46'1.248"N,12,48.789
1488899871,1°34'9.498"W,54°46'1.236"N,12,48.829
1488899871,1°34'9.486"W,54°46'1.218"N,12,48.87
1488899871,1°34'9.48"W,54°46'1.206"N,12,48.91
1488899871,1°34'9.444"W,54°46'1.17"N,12,45.95
1488899871,1°34'9.438"W,54°46'1.158"N,12,45.99
1488899871,1°34'9.438"W,54°46'1.158"N,12,45.99
1488899872,1°34'9.426"W,54°46'1.14"N,12,46.03
1488899872,1°34'9.42"W,54°46'1.128"N,11,46.069
1488899872,1°34'9.414"W,54°46'1.11"N,11,46.109
1488899872,1°34'9.408"W,54°46'1.098"N,11,46.139
1488899872,1°34'9.39"W,54°46'1.068"N,11,46.23
1488899872,1°34'9.39"W,54°46'1.068"N,11,46.23
1488899872,1°34'9.378"W,54°46'1.05"N,11,46.28
1488899872,1°34'9.372"W,54°46'1.038"N,12,46.34
1488899872,1°34'9.348"W,54°46'1.032"N,12,45.98
1488899872,1°34'9.342"W,54°46'1.014"N,12,46.039
1488899872,1°34'9.33"W,54°46'1.002"N,12,46.1
1488899873,1°34'9.324"W,54°46'0.984"N,11,46.17
1488899873,1°34'9.312"W,54°46'0.972"N,11,46.23
1488899873,1°34'9.3"W,54°46'0.954"N,11,46.3
1488899873,1°34'9.294"W,54°46'0.936"N,11,46.359
1488899873,1°34'9.282"W,54°46'0.918"N,11,46.429
1488899873,1°34'9.27"W,54°46'0.906"N,11,46.49
1488899873,1°34'9.258"W,54°46'0.888"N,11,46.55
1488899873,1°34'9.228"W,54°46'0.876"N,11,45.98
1488899873,1°34'9.216"W,54°46'0.864"N,11,46.039
1488899874,1°34'9.204"W,54°46'0.846"N,11,46.109
1488899874,1°34'9.192"W,54°46'0.834"N,11,46.17
1488899874,1°34'9.18"W,54°46'0.816"N,11,46.23
1488899874,1°34'9.174"W,54°46'0.798"N,11,46.3
1488899874,1°34'9.162"W,54°46'0.78"N,11,46.359
1488899874,1°34'9.15"W,54°46'0.768"N,11,46.42
1488899874,1°34'9.144"W,54°46'0.75"N,11,46.48
1488899874,1°34'9.132"W,54°46'0.732"N,10,46.55
1488899874,1°34'9.108"W,54°46'0.714"N,10,46.3
1488899874,1°34'9.096"W,54°46'0.696"N,10,46.37
1488899874,1°34'9.084"W,54°46'0.678"N,10,46.429
1488899875,1°34'9.072"W,54°46'0.66"N,11,46.49
1488899875,1°34'9.06"W,54°46'0.642"N,11,46.56
1488899875,1°34'9.054"W,54°46'0.624"N,11,46.62
1488899875,1°34'9.042"W,54°46'0.606"N,11,46.679
1488899875,1°34'9.03"W,54°46'0.588"N,11,46.74
1488899875,1°34'9.018"W,54°46'0.57"N,11,46.81
1488899875,1°34'9"W,54°46'0.552"N,11,46.87
1488899875,1°34'8.982"W,54°46'0.534"N,11,46.74
1488899875,1°34'8.97"W,54°46'0.516"N,11,46.81
1488899875,1°34'8.958"W,54°46'0.498"N,11,46.87
1488899876,1°34'8.946"W,54°46'0.48"N,11,46.94
1488899876,1°34'8.928"W,54°46'0.462"N,11,46.999
1488899876,1°34'8.922"W,54°46'0.438"N,11,47.06
1488899876,1°34'8.91"W,54°46'0.42"N,11,47.13
1488899876,1°34'8.898"W,54°46'0.402"N,11,47.19
1488899876,1°34'8.88"W,54°46'0.378"N,11,47.249
1488899876,1°34'8.868"W,54°46'0.36"N,11,47.31
1488899876,1°34'8.85"W,54°46'0.342"N,11,47.16
1488899876,1°34'8.838"W,54°46'0.324"N,11,47.219
1488899876,1°34'8.838"W,54°46'0.324"N,11,47.219
1488899876,1°34'8.82"W,54°46'0.3"N,11,47.28
1488899877,1°34'8.808"W,54°46'0.276"N,11,47.35
1488899877,1°34'8.796"W,54°46'0.258"N,11,47.41
1488899877,1°34'8.784"W,54°46'0.234"N,11,47.469
1488899877,1°34'8.772"W,54°46'0.216"N,11,47.53
1488899877,1°34'8.76"W,54°46'0.198"N,11,47.59
1488899877,1°34'8.742"W,54°46'0.174"N,11,47.649
1488899877,1°34'8.73"W,54°46'0.15"N,11,47.719
1488899877,1°34'8.712"W,54°46'0.126"N,11,47.46
1488899877,1°34'8.7"W,54°46'0.102"N,11,47.52
1488899877,1°34'8.682"W,54°46'0.084"N,11,47.59
1488899878,1°34'8.664"W,54°46'0.06"N,11,47.649
1488899878,1°34'8.652"W,54°46'0.036"N,11,47.719
1488899878,1°34'8.64"W,54°46'0.012"N,11,47.789
1488899878,1°34'8.628"W,54°45'59.994"N,11,47.859
1488899878,1°34'8.61"W,54°45'59.97"N,11,47.92
1488899878,1°34'8.598"W,54°45'59.952"N,11,47.99
1488899878,1°34'8.586"W,54°45'59.928"N,11,48.06
1488899878,1°34'8.562"W,54°45'59.898"N,11,47.859
1488899878,1°34'8.544"W,54°45'59.88"N,11,47.929
1488899878,1°34'8.532"W,54°45'59.856"N,11,47.999
1488899879,1°34'8.514"W,54°45'59.832"N,11,48.069
1488899879,1°34'8.502"W,54°45'59.814"N,11,48.139
1488899879,1°34'8.484"W,54°45'59.79"N,11,48.21
1488899879,1°34'8.472"W,54°45'59.766"N,11,48.28
1488899879,1°34'8.46"W,54°45'59.748"N,11,48.34
1488899879,1°34'8.448"W,54°45'59.724"N,11,48.41
1488899879,1°34'8.43"W,54°45'59.7"N,11,48.469
1488899879,1°34'8.406"W,54°45'59.67"N,11,48.19
1488899879,1°34'8.394"W,54°45'59.646"N,11,48.26
1488899879,1°34'8.376"W,54°45'59.628"N,11,48.329
1488899880,1°34'8.364"W,54°45'59.604"N,11,48.389
1488899880,1°34'8.364"W,54°45'59.604"N,11,48.389
1488899880,1°34'8.346"W,54°45'59.58"N,11,48.46
1488899880,1°34'8.334"W,54°45'59.562"N,11,48.52
1488899880,1°34'8.316"W,54°45'59.538"N,11,48.59
1488899880,1°34'8.286"W,54°45'59.49"N,12,48.73
1488899880,1°34'8.268"W,54°45'59.472"N,11,48.8
1488899880,1°34'8.268"W,54°45'59.472"N,11,48.8
1488899880,1°34'8.244"W,54°45'59.436"N,11,48.51
1488899880,1°34'8.232"W,54°45'59.412"N,12,48.579
1488899880,1°34'8.22"W,54°45'59.394"N,12,48.649
1488899881,1°34'8.202"W,54°45'59.37"N,12,48.719
1488899881,1°34'8.19"W,54°45'59.352"N,12,48.789
1488899881,1°34'8.178"W,54°45'59.328"N,12,48.859
1488899881,1°34'8.16"W,54°45'59.31"N,12,48.929
1488899881,1°34'8.148"W,54°45'59.286"N,12,48.999
1488899881,1°34'8.136"W,54°45'59.268"N,12,49.069
1488899881,1°34'8.124"W,54°45'59.244"N,11,49.139
1488899881,1°34'8.112"W,54°45'59.226"N,11,49.13
1488899881,1°34'8.1"W,54°45'59.208"N,11,49.21
1488899881,1°34'8.088"W,54°45'59.184"N,11,49.28
1488899882,1°34'8.076"W,54°45'59.166"N,11,49.34
1488899882,1°34'8.064"W,54°45'59.142"N,11,49.41
1488899882,1°34'8.052"W,54°45'59.124"N,11,49.48
1488899882,1°34'8.046"W,54°45'59.1"N,11,49.55
1488899882,1°34'8.034"W,54°45'59.076"N,11,49.609
1488899882,1°34'8.022"W,54°45'59.058"N,11,49.67
1488899882,1°34'8.01"W,54°45'59.034"N,11,49.74
1488899882,1°34'7.992"W,54°45'58.998"N,11,49.149
1488899882,1°34'7.98"W,54°45'58.974"N,11,49.219
1488899882,1°34'7.968"W,54°45'58.956"N,11,49.28
1488899883,1°34'7.962"W,54°45'58.932"N,11,49.35
1488899883,1°34'7.95"W,54°45'58.908"N,11,49.42
1488899883,1°34'7.944"W,54°45'58.89"N,11,49.49
1488899883,1°34'7.938"W,54°45'58.866"N,11,49.56
1488899883,1°34'7.932"W,54°45'58.848"N,11,49.63
1488899883,1°34'7.92"W,54°45'58.824"N,11,49.69
1488899883,1°34'7.914"W,54°45'58.806"N,11,49.76
1488899883,1°34'7.896"W,54°45'58.764"N,12,48.99
1488899883,1°34'7.89"W,54°45'58.746"N,12,49.05
1488899883,1°34'7.884"W,54°45'58.728"N,11,49.109
1488899884,1°34'7.878"W,54°45'58.71"N,11,49.179
1488899884,1°34'7.872"W,54°45'58.692"N,11,49.24
1488899884,1°34'7.872"W,54°45'58.692"N,11,49.24
1488899884,1°34'7.866"W,54°45'58.668"N,11,49.3
1488899884,1°34'7.854"W,54°45'58.632"N,11,49.42
1488899884,1°34'7.854"W,54°45'58.632"N,11,49.42
1488899884,1°34'7.848"W,54°45'58.62"N,11,49.48
1488899884,1°34'7.842"W,54°45'58.602"N,11,49.539
1488899884,1°34'7.836"W,54°45'58.572"N,11,49.179
1488899884,1°34'7.83"W,54°45'58.554"N,11,49.23
1488899884,1°34'7.824"W,54°45'58.542"N,11,49.289
1488899885,1°34'7.818"W,54°45'58.524"N,11,49.34
1488899885,1°34'7.812"W,54°45'58.506"N,11,49.389
1488899885,1°34'7.812"W,54°45'58.494"N,11,49.44
1488899885,1°34'7.806"W,54°45'58.476"N,11,49.499
1488899885,1°34'7.8"W,54°45'58.464"N,11,49.55
1488899885,1°34'7.794"W,54°45'58.446"N,11,49.59
1488899885,1°34'7.788"W,54°45'58.434"N,11,49.639
1488899885,1°34'7.782"W,54°45'58.41"N,11,49.24
1488899885,1°34'7.776"W,54°45'58.398"N,11,49.289
1488899885,1°34'7.77"W,54°45'58.386"N,11,49.329
1488899886,1°34'7.764"W,54°45'58.368"N,11,49.37
1488899886,1°34'7.758"W,54°45'58.356"N,11,49.41
1488899886,1°34'7.752"W,54°45'58.344"N,11,49.45
1488899886,1°34'7.746"W,54°45'58.326"N,11,49.49
1488899886,1°34'7.74"W,54°45'58.314"N,10,49.53
1488899886,1°34'7.74"W,54°45'58.302"N,10,49.569
1488899886,1°34'7.734"W,54°45'58.284"N,10,49.6
1488899886,1°34'7.728"W,54°45'58.266"N,10,49.359
1488899886,1°34'7.722"W,54°45'58.254"N,10,49.389
1488899886,1°34'7.722"W,54°45'58.242"N,10,49.42
1488899887,1°34'7.716"W,54°45'58.23"N,12,49.46
1488899887,1°34'7.716"W,54°45'58.212"N,12,49.49
1488899887,1°34'7.71"W,54°45'58.2"N,12,49.52
1488899887,1°34'7.71"W,54°45'58.188"N,12,49.55
1488899887,1°34'7.71"W,54°45'58.188"N,12,49.55
1488899887,1°34'7.71"W,54°45'58.158"N,12,49.62
1488899887,1°34'7.71"W,54°45'58.146"N,12,49.649
1488899887,1°34'7.71"W,54°45'58.128"N,12,49.2
1488899887,1°34'7.71"W,54°45'58.116"N,12,49.23
1488899887,1°34'7.71"W,54°45'58.104"N,11,49.26
